"DateTime";"Arg12b1f";"Arg12b2f";"Arg12b3f"
"2022-05-10 08:20:38";;968,7606
"2022-05-10 08:28:43";;;968,7569
"2022-05-10 08:32:22";968,387
"2022-05-10 08:32:40";;968,6766
"2022-05-10 08:40:48";;;968,6711
"2022-05-10 08:44:26";968,3339
"2022-05-10 08:44:44";;968,5477
"2022-05-10 08:52:51";;;968,589
"2022-05-10 08:56:31";968,2497
"2022-05-10 08:56:50";;968,5489
"2022-05-10 09:04:58";;;968,5349
"2022-05-10 09:08:35";968,1764
"2022-05-10 09:08:56";;968,4601
"2022-05-10 09:17:01";;;968,4097
"2022-05-10 09:20:40";968,0742
"2022-05-10 09:21:00";;968,4013
"2022-05-10 09:29:06";;;968,3524
"2022-05-10 09:32:44";968,0416
"2022-05-10 09:33:04";;968,3309
"2022-05-10 09:41:09";;;968,2849
"2022-05-10 09:44:49";968,0027
"2022-05-10 09:45:08";;968,2764
"2022-05-10 09:53:14";;;968,2032
"2022-05-10 09:56:56";967,9601
"2022-05-10 09:57:13";;968,2101
"2022-05-10 10:05:19";;;968,2084
"2022-05-10 10:08:58";967,9561
"2022-05-10 10:09:19";;968,1153
"2022-05-10 10:17:23";;;968,1586
"2022-05-10 10:21:03";967,8677
"2022-05-10 10:21:24";;968,1451
"2022-05-10 10:29:29";;;968,0865
"2022-05-10 10:33:08";967,8295
"2022-05-10 10:33:29";;968,0576
"2022-05-10 10:41:32";;;967,9916
"2022-05-10 10:45:12";967,7435
"2022-05-10 10:45:32";;967,9761
"2022-05-10 10:53:37";;;967,9572
"2022-05-10 10:57:17";967,68
"2022-05-10 10:57:38";;967,878
"2022-05-10 11:05:41";;;967,8861
"2022-05-10 11:09:22";967,6287
"2022-05-10 11:09:43";;967,8113
"2022-05-10 11:17:45";;;967,796
"2022-05-10 11:21:27";967,5248
"2022-05-10 11:21:47";;967,7459
"2022-05-10 11:29:51";;;967,7305
"2022-05-10 11:33:31";967,4266
"2022-05-10 11:33:53";;967,7305
"2022-05-10 11:41:55";;;967,5859
"2022-05-10 11:45:37";967,2822
"2022-05-10 11:45:57";;967,5469
"2022-05-10 11:54:01";;;967,4892
"2022-05-10 11:57:41";967,2297
"2022-05-10 11:58:01";;967,4528
"2022-05-10 12:06:04";;;967,3663
"2022-05-10 12:09:47";967,1428
"2022-05-10 12:10:06";;967,34
